text,helpfulness
"Prestação de Serviços Temporários por necessidade de excepcional interesse público, como Agente de Vigilância Sanitária para o enfrentamento emergencial do novo coronavírus (Covid-19), no município de Porto Alegre do Piauí.",8.0
"Prestação de Serviços Temporários por necessidade de excepcional interesse público, como Fiscal Sanitário para o enfrentamento emergencial do novo coronavírus (Covid-19), no município de Porto Alegre do Piauí.",8.0
Prestação de serviços de Técnica de Enfermagem. - com carga horária de 20h (vinte horas semanais).,8.0
"Prestação de Serviços Temporários por necessidade de excepcional interesse público, como Agente de Vigilância Sanitária para o enfrentamento emergencial do novo coronavírus (Covid-19), no município de Porto Alegre do Piauí.",8.0
"Prestação de Serviços Temporários por necessidade de excepcional interesse público, como Enfermeira para o enfrentamento emergencial do novo coronavírus (Covid-19), no município de Porto Alegre do Piauí.",8.0
"CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS COMO
ENFERMEIRO, PARA O COMBA TE À PANDEMIA DO CORONA VÍRUS",8.0
Prestação de serviços de Agente de Vigilância Sanitária. - com carga horária de 40h (quarenta horas semanais).,8.0
"Prestação de Serviços Temporários por necessidade de excepcional interesse público, como Agente de Vigilância Sanitária para o enfrentamento emergencial do novo coronavírus (Covid-19), no município de Porto Alegre do Piauí.",8.0
Prestação de serviços de Agente de Vigilância Sanitária. - com carga horária de 40h (quarenta horas semanais).,8.0
"Prestação de serviços em caráter de urgência, como Agente de Combate as Endemias (ACE), para trabalhar no combate ao Coronavirus , no município Jardim do Mulato-PI",8.0
Prestação de serviços de Enfermeiro. - com carga horária de 20h (vinte horas semanais).,8.0
"Prestação de Serviços de Auxiliar de Serviços Gerais na Unidade Básica de Saúde Isaías Martins Veloso, do Município de Landri Sales - PI, para substituir servidor efetivo que encontra-se afastado do trabalho, por fazer parte do grupo de risco da Covid-19, enquanto durar o afastamento.",8.0
Prestação de serviços de Enfermeira. - com carga horária de 20h (vinte horas semanais),8.0
"CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS COMO TÉCNICA EM ENFERMAGEM, PARA O COMBAATE A PANDEMIA DO CORONAVÍRUS",8.0
"Prestação de Serviços de Auxiliar de Serviços Gerais no Hospital Municipal Sagrado Coração de Jesus, do Município de Landri Sales - PI, para substituir servidor efetivo que encontra-se afastado do trabalho, por fazer parte do grupo de risco da Covid-19, enquanto durar o afastamento",8.0
"Prestação de serviços temporária como medico plantonista nos finais de semana nos dois turnos, como medida excepcional e emergencial visando fortalecer a atenção primaria a saúde quanto do atendimento aos casos suspeitos ou confirmados do COVID-19 além da atuação preventiva à mencionada síndrome",8.0
"CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS COMO TÉCNICA AUXILIAR EM SAÚDE BUCAL ATUANDON NO COMBATE
A PANDEMIA DO CORONAVÍRUS",8.0
"Prestação de Serviços de Auxiliar de Serviços Gerais na Unidade Básica de Saúde Isaías Martins Veloso, do Município de Landri Sales - PI, para substituir servidora efetiva que encontra-se afastada do trabalho, por fazer parte do grupo de risco da Covid-19, enquanto durar o afastamento.",8.0
"Prestação de serviços profissionais Autônomos por prazo determinado e sem vínculo empregatício a prestar os serviços profissionais especializados como Agente Administrativo, em geral e indistin.tamcnte, aos habitantes do Município de Agua Branca -Piauí",8.0
"Prestação de serviços profissionais Autônomos por prazo determinado e sem vínculo empregatício a prestar os serviços profissionais especializados como Agente Administrativo, em geral e indistin.tamcnte, aos habitantes do Município de Agua Branca -Piauí",8.0
"Prestação de serviços profissionais Autônomos por prazo determinado e sem vínculo empregatício a prestar os serviços profissionais especializados como Agente Administrativo, em geral e indistin.tamcnte, aos habitantes do Município de Agua Branca -Piauí",8.0
"Prestação de serviços profissionais Autônomos por prazo determinado e sem vínculo empregatício a prestar os serviços profissionais especializados como Agente Administrativo, em geral e indistin.tamcnte, aos habitantes do Município de Agua Branca -Piauí",8.0
"PRESTAÇÃO DE SERVIÇOS TEMPORÁRIO POR NECESSIDADE DE EXCEPCIONAL INfERESSE PúBLICO, COMO FISCAL SANITÁRIO PARA O ENFRENTAMENTO EMERGENCIAL DO NOVO CORONA VIRUS (COVI0-19), NO MUNICWIO Dl! PORTO ALl!ORl! DO P!Aul",8.0
"Prestação de serviços profissionais Autônomos por prazo determinado e sem vínculo empregatício a prestar os serviços profissionais especializados como Agente Administrativo, em geral e indistin.tamcnte, aos habitantes do Município de Agua Branca -Piauí",8.0
"Prestação de serviços profissionais Autônomos por prazo determinado e sem vínculo empregatício a prestar os serviços profissionais especializados como Agente Administrativo, em geral e indistin.tamcnte, aos habitantes do Município de Agua Branca -Piauí",8.0
"Prestação de serviços profissionais Autônomos por prazo determinado e sem vínculo empregatício a prestar os serviços profissionais especializados como Agente Administrativo, em geral e indistin.tamcnte, aos habitantes do Município de Agua Branca -Piauí",8.0
"Prestação de serviços como Técnico em Enfennagem, junto a Secretaria Municipal de Saúde, do Municipio de Lagoinha do Piauí, em substituição a servidor que se encontra afastado.",8.0
"Prestação de serviço temporário por necessidade de excepcional interesse público, como técnico em enfermagem para o enfrentamento emergencial do novo coronavírus (COVID-19) no município de Pajeú do Piauí. Remuneração diária de R$ 58,13, o que totaliza mensalmente R$ 1.278,86 (22 dias).",8.0
"Prestação de serviço temporário por necessidade de excepcional interesse público, como técnico em enfermagem para o enfrentamento emergencial do novo coronavírus (COVID-19) no município de Pajeú do Piauí. Remuneração diária de R$ 58,13, o que totaliza mensalmente R$ 1.278,86 (22 dias).",8.0
"Prestação de serviços temporários de Promotora de Saúde Pública (Médica), com carga horária de 40 (quarenta) horas, lotada na Secretaria Municipal de Saúde",8.0
"Prestação de serviços de Técnica de Enfermagem, com carga horária de 20h (vinte horas semanais)",8.0
"Prestação de serviço temporário por necessidade de excepcional interesse público, como técnico em enfermagem para o enfrentamento emergencial do novo coronavírus (COVID-19) no município de Pajeú do Piauí. Remuneração diária de R$ 58,13, o que totaliza mensalmente R$ 1.278,86 (22 dias).",8.0
"Prestação de serviços de Técnica de Enfermagem, com carga horária de 20h (vinte horas semanais)",8.0
"Prestação de serviço temporário por necessidade de excepcional interesse público, como técnico em enfermagem para o enfrentamento emergencial do novo coronavírus (COVID-19) no município de Pajeú do Piauí. Remuneração diária de R$ 58,13, o que totaliza mensalmente R$ 1.278,86 (22 dias).",8.0
"Prestação de serviços temporários de Promotor de Saúde Pública (Médico), com carga horária de 40 (quarenta) horas, lotada na Secretaria Municipal de Saúde",8.0
" SERVIÇOS EM SAÚDE NA ÁREA DE ENFERMEIRO PLANTONISTA, PARA ATENDIMENTO DA POPULAÇAO DO MUNICIPIO DE PIRACURUCA- P

VALOR DE 300,00 POR PLANTÃO",8.0
" SERVIÇOS EM SAÚDE NA ÁREA DE ENFERMEIRO PLANTONISTA, PARA ATENDIMENTO DA POPULAÇAO DO MUNICIPIO DE PIRACURUCA- P

VALOR DE 300,00 POR PLANTÃO",8.0
" SERVIÇOS EM SAÚDE NA ÁREA DE ENFERMEIRO PLANTONISTA, PARA ATENDIMENTO DA POPULAÇAO DO MUNICIPIO DE PIRACURUCA- P

VALOR DE 300,00 POR PLANTÃO",8.0
" SERVIÇOS EM SAÚDE NA ÁREA DE ENFERMEIRO PLANTONISTA, PARA ATENDIMENTO DA POPULAÇAO DO MUNICIPIO DE PIRACURUCA- P

VALOR DE 300,00 POR PLANTÃO",8.0
"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS POR TEMPO INDETERMINADO DE PROFISSIONAIS PARA VIABILIZAÇÃO DO ATENDIMENTO NO HOSPITAL MUNICIPAL DE UNIÃO DR JOSÉ DA ROCHA FURTADO, COM FUNDAMENTO NA LEI Nº 13.979, DE 06 FEVEREIRO DE 2020, COM ALTERAÇÕES FEITAS PELA MEDIDA PROVISÓRIA 92612020, ATENDENDO AS EXIGÊNCIAS DA PANDEMIA DO CORONAVÍRUS (COVID-19),TUDO NO MAIOR INTERESSE DO MUNICÍPIO DE UNIÃO - PI",8.0
"Prestação de serviços em caráter de urgência, como Agente de Combate as Endemias (ACE), para trabalhar no combate ao Coronavirus , no município Jardim do Mulato-PI",8.0
"Prestação de serviços em caráter de urgência, como Agente de Combate as Endemias (ACE), para trabalhar no combate ao Coronavirus , no município Jardim do Mulato-PI",8.0
"Prestação de serviços em caráter de urgência, como Agente de Combate as Endemias (ACE), para trabalhar no combate ao Coronavirus , no município Jardim do Mulato-PI",8.0
"PRESTAÇÃO DE SERVIÇOS TEMPORÁRIO POR NECESSIDADE DE EXCEPCIONAL INfERESSE PúBLICO, COMO AGENTE DE VIGILÂNCIA SANITÁRIA PARA O ENFRENTAMENTO EMERGENCIAL DO NOVO CORONA VIRUS (COVI0-19), NO MUNICWIO Dl! PORTO ALl!ORl! DO P!Aul",8.0
"Prestação de serviços em caráter de urgência, como Agente de Combate as Endemias (ACE), para trabalhar no combate ao Coronavirus , no município Jardim do Mulato-PI",8.0
"Prestação de serviços em caráter de urgência, como Agente de Combate as Endemias (ACE), para trabalhar no combate ao Coronavirus , no município Jardim do Mulato-PI",8.0
Serviços Técnicos Profissionais Especializados - Enfermagem,8.0
"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS POR TEMPO INDETERMINADO DE PROFISSIONAIS PARA VIABILIZAÇÃO DO ATENDIMENTO NO HOSPITAL MUNICIPAL DE UNIÃO DR JOSÉ DA ROCHA FURTADO, COM FUNDAMENTO NA LEI Nº 13.979, DE 06 FEVEREIRO DE 2020, COM ALTERAÇÕES FEITAS PELA MEDIDA PROVISÓRIA 92612020, ATENDENDO AS EXIGÊNCIAS DA PANDEMIA DO CORONAVÍRUS (COVID-19),TUDO NO MAIOR INTERESSE DO MUNICÍPIO DE UNIÃO - PI",8.0
"Prestação de serviços em caráter de urgência, como Agente de Combate as Endemias (ACE), para trabalhar no combate ao Coronavirus , no município Jardim do Mulato-PI",8.0
"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS POR TEMPO INDETERMINADO DE PROFISSIONAIS PARA VIABILIZAÇÃO DO ATENDIMENTO NO HOSPITAL MUNICIPAL DE UNIÃO DR JOSÉ DA ROCHA FURTADO, COM FUNDAMENTO NA LEI Nº 13.979, DE 06 FEVEREIRO DE 2020, COM ALTERAÇÕES FEITAS PELA MEDIDA PROVISÓRIA 92612020, ATENDENDO AS EXIGÊNCIAS DA PANDEMIA DO CORONAVÍRUS (COVID-19),TUDO NO MAIOR INTERESSE DO MUNICÍPIO DE UNIÃO - PI",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"Contratação dos serviços de bombeiro civil, em caráter de urgência, para prestação de serviços na Secretaria Municipal de Saúde e Saneamento deste município (SEMSAS) nas ações de enfrentamento à disseminação do Novo Coronavírus (COVID-19) para suprir essencial necessidade desse município.",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS POR TEMPO INDETERMINADO DE PROFISSIONAIS PARA VIABILIZAÇÃO DO ATENDIMENTO NO HOSPITAL MUNICIPAL DE UNIÃO DR JOSÉ DA ROCHA FURTADO, COM FUNDAMENTO NA LEI Nº 13.979, DE 06 FEVEREIRO DE 2020, COM ALTERAÇÕES FEITAS PELA MEDIDA PROVISÓRIA 92612020, ATENDENDO AS EXIGÊNCIAS DA PANDEMIA DO CORONAVÍRUS (COVID-19),TUDO NO MAIOR INTERESSE DO MUNICÍPIO DE UNIÃO - PI. Retificado em 18/05, à pg. 158, mudando o número do contrato de 015/2020 para 013/2020.",8.0
"Prestação de serviços emergencial de pessoa física, na função de CUIDADORA para atender o Lar da Criança ""Maria João de Deus"" pelo prazo de 03 meses, durante o período de pandemia do COVID-19",8.0
"Contratação dos serviços de bombeiro civil, em caráter de urgência, para prestação de serviços na Secretaria Municipal de Saúde e Saneamento deste município (SEMSAS) nas ações de enfrentamento à disseminação do Novo Coronavírus (COVID-19) para suprir essencial necessidade desse município.",8.0
"O objeto do presente contrato consiste em preencher necessídade de mão de obra especializada e qualificada em caráter temporário, emergencia/ e excepcional ao cargo de Agente de Vigilãncla Sanitária, na função de fiscal nas barreiras sanitárias em combate ao novo CORONAVIRUS (COVID-19), e inexistência de servidor efetivo para o cargo",8.0
"O objeto do presente contrato consiste em preencher necessídade de mão de obra especializada e qualificada em caráter temporário, emergencia/ e excepcional ao cargo de Agente de Vigilãncla Sanitária, na função de fiscal nas barreiras sanitárias em combate ao novo CORONAVIRUS (COVID-19), e inexistência de servidor efetivo para o cargo",8.0
"O objeto do presente contrato consiste em preencher necessídade de mão de obra especializada e qualificada em caráter temporário, emergencia/ e excepcional ao cargo de Agente de Vigilãncla Sanitária, na função de fiscal nas barreiras sanitárias em combate ao novo CORONAVIRUS (COVID-19), e inexistência de servidor efetivo para o cargo",8.0
"O objeto do presente contrato consiste em preencher necessídade de mão de obra especializada e qualificada em caráter temporário, emergencia/ e excepcional ao cargo de Agente de Vigilãncla Sanitária, na função de fiscal nas barreiras sanitárias em combate ao novo CORONAVIRUS (COVID-19), e inexistência de servidor efetivo para o cargo",8.0
CONTRATO DE PRESTAÇÃO DE SERVIÇOS COMO AUXILIAR NAS AÇÕES DA VIGILÂNCIA SANITÁRIA NO COMBATE AO COVID-19,8.0
"O objeto do presente contrato consiste em preencher necessídade de mão de obra especializada e qualificada em caráter temporário, emergencia/ e excepcional ao cargo de Agente de Vigilãncla Sanitária, na função de fiscal nas barreiras sanitárias em combate ao novo CORONAVIRUS (COVID-19), e inexistência de servidor efetivo para o cargo",8.0
"O objeto do presente contrato consiste em preencher necessídade de mão de obra especializada e qualificada em caráter temporário, emergencia/ e excepcional ao cargo de Agente de Vigilãncla Sanitária, na função de fiscal nas barreiras sanitárias em combate ao novo CORONAVIRUS (COVID-19), e inexistência de servidor efetivo para o cargo",8.0
"O objeto do presente contrato consiste em preencher necessídade de mão de obra especializada e qualificada em caráter temporário, emergencia/ e excepcional ao cargo de Agente de Vigilãncla Sanitária, na função de fiscal nas barreiras sanitárias em combate ao novo CORONAVIRUS (COVID-19), e inexistência de servidor efetivo para o cargo",8.0
"Prestação de serviços pelo(a) CONTRATADO(A) ao CONTRATANTE, no âmbito da Secretaria Municipal de Saúde de Uruçuí-PI, para atuar nas barreiras sanitárias e demais ações direcionadas ao combate
e prevenção ao COVID-19 (novo Coronavirus)",8.0
"Prestação de serviços pelo(a) CONTRATADO(A) ao CONTRATANTE, no âmbito da Secretaria Municipal de Saúde de Uruçuí-PI, para atuar nas barreiras sanitárias e demais ações direcionadas ao combate
e prevenção ao COVID-19 (novo Coronavirus)",8.0
"Prestação de serviços pelo(a) CONTRATADO(A) ao CONTRATANTE, no âmbito da Secretaria Municipal de Saúde de Uruçuí-PI, para atuar nas barreiras sanitárias e demais ações direcionadas ao combate
e prevenção ao COVID-19 (novo Coronavirus)",8.0
"O objeto do presente contrato consiste em preencher necessídade de mão de obra especializada e qualificada em caráter temporário, emergencia/ e excepcional ao cargo de Agente de Vigilãncla Sanitária, na função de fiscal nas barreiras sanitárias em combate ao novo CORONAVIRUS (COVID-19), e inexistência de servidor efetivo para o cargo",8.0
Técnica em enfermagem,8.0
"Exercer a função de digitador, enquadrado em escala disponibilizada pela Secretaria Municipal de Saúde, especialmente em relação às necessidades diante da Pandemia da Covid-19",8.0
Contratação dos serviços de agente de vigi lância sanitária para atuar junto as barreiras sanitárias para o cnfrcnrnn1cmo e combnrc da COVID- 19) no município de São José do Di vino- PI,8.0
Enfermeiro plantonista,8.0
Contratação dos serviços de agente de vigilância sanitária para atuar junto as barreiras sanitárias para o cnfrcnrnn1cmo e combnrc da COVID- 19) no município de São José do Di vino- PI,8.0
"CONTRATO DE PRESTAÇÃO DE SERVIÇOS DE LAVAGEM (DESINFECÇÃO E HIGIENIZAÇÃO DE VEICULOS DA SECRETARIA MUNICIPAL DE SAÚDE DE BONFIM DO PIAUI, UTILIZADOS DENTRO DAS AÇÕES AO COMBATE AO COVID-19",8.0
"CONTRATO DE PRESTAÇÃO DE SERVIÇOS COMO MOTORISTA DE VEÍCULOS DA SECRETARIA MUNICIPAL DE SAÚDE DE BONFIM DO PIAUI, UTILIZADOS DENTRO DAS AÇÕES AO COMBATE AO COVID-19",8.0
"Exercer a função de Enfermeira da Atenção Básica e Coordenação de Vigilãncia Epidemiológica e Imunizações, enquadrados em escala disponibilizada pela Secretaria Municipal de Saúde, especialmente em relação às necessidades diante da Pandemia da Covid-19",8.0
"Exercer a função de Médico, enquadrado em escala disponibilizada pela Secretaria Municipal de Saúde, especialmente em relação às necessidades diante da Pandemia da Covid-19",8.0
"Exercer a função de Médico, enquadrado em escala disponibilizada pela Secretaria Municipal de Saúde, especialmente em relação às necessidades diante da Pandemia da Covid-19",8.0
Contratação dos serviços de agente de vigi lância sanitária para atuar junto as barreiras sanitárias para o cnfrcnrnn1cmo e combnrc da COVID- 19) no município de São José do Di vino- PI,8.0
"Exercer a função de Enfermeira da Atenção Básica e Coordenação da Atenção Básica,. enquadrados em escala disponibilizada pela Secretaria Municipal de Saúde, especialmente em relação às necessidades diante da Pandemia da Covid-19",8.0
Médico plantonista,8.0
"Exercer a função de Médico, enquadrado em escala disponibilizada pela Secretaria Municipal de Saúde, especialmente em relação às necessidades diante da Pandemia da Covid-19",8.0
O contratado exercerá atividades concernentes de Fiscal da Vigilância Sanitária no combate a pandemia do COVID-19,8.0
"Prestação de senriços como Agente de Combate as Endemias (ACE), para trabalhar no combate ao coronavirus, no município de Jardim do Mulato-PI",8.0
"Prestação de serviço na área de enfermagem no combate a pandemia do COVID-l 9, vinculada à secretaria municipal de saúde, prestando serviços para o Hospital Local",8.0
"Contratação dos serviços de para auxiliar e fiscalizar as medidas urgentes de prevenção, controle e contenção de riscos para o enfrentamento emergencial do novo Corona vírus (COVID-19), no Município de Pajeú do Piauí",8.0
"Contratação dos serviços de para auxiliar e fiscalizar as medidas urgentes de prevenção, controle e contenção de riscos para o enfrentamento emergencial do novo Corona vírus (COVID-19), no Município de Pajeú do Piauí",8.0
"Prestação de serviços de FISCAL DA VIGILANCIA SANITÁRIA DE COMBATE AO CORONAVÍRUS em caráter excepcional e temporário, para ser prestado junto à Secretaria Municipal de Saúde de São João da Fronteira - PI, em regime de 40 (quarenta) horas semanais",8.0
O contratado exercerá atividades concernentes de Fiscal da Vigilância Sanitária no combate a pandemia do COVID-19,8.0
O contratado exercerá atividades concernentes de Fiscal da Vigilância Sanitária no combate a pandemia do COVID-19,8.0
O contratado exercerá atividades concernentes de Fiscal da Vigilância Sanitária no combate a pandemia do COVID-19,8.0
O contratado exercerá atividades concernentes de Fiscal da Vigilância Sanitária no combate a pandemia do COVID-19,8.0
"PRESTAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS COMO TÉCNICA
DE ENFERMAGEM, para atender à necessidade temporária de excepcional interesse público, no Acompanhamento e Prevenção do COVID- 19, junto à S~retaria Municipal de Saúde deste municipio",8.0
"Contratação dos serviços de para auxiliar e fiscalizar as medidas urgentes de prevenção, controle e contenção de riscos para o enfrentamento emergencial do novo Corona vírus (COVID-19), no Município de Pajeú do Piauí",8.0
"PRESTAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS COMO MEDICO, do Programa Saúde da Família-PSF, para atender à necessidade temporária de excepcional interesse público, ao Acompanhamento e Prevenção do COVID-19, junto à Secretaria Municipal de Saúde deste município",8.0
"Prestação de serviços de FISCAL DA VIGILANCIA SANITÁRIA DE COMBATE AO CORONAVÍRUS em caráter excepcional e temporário, para ser prestado junto à Secretaria Municipal de Saúde de São João da Fronteira - PI, em regime de 40 (quarenta) horas semanais",8.0
"Contratação dos serviços de para auxiliar e fiscalizar as medidas urgentes de prevenção, controle e contenção de riscos para o enfrentamento emergencial do novo Corona vírus (COVID-19), no Município de Pajeú do Piauí",8.0
"Prestação de serviço na área de enfermagem no combate a pandemia do COVID-l 9, vinculada à secretaria municipal de saúde, prestando serviços para o Hospital Local",8.0
"PRESTAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS COMO AGENTE DE VIGILÂNCIA SANITÁRIA, para atender à necessidade temporária de excepcional interesse público, no Acompanhamento e Prevenção do COVID-19, junto à Secretaria Municipal de Saúde deste município",8.0
"ABERTURA DE PROCESSO DE CREDENCIAMENTO JUNTO A SECRETARIA MUNICIPAL DE SAÚDE, PARA FINS DE CONCESSÃO DE CONDIÇÃO ESPECIAL DE AQUISIÇÃO, DESTINADO AO CUSTEIO DA PRODUÇÃO DE MÁSCARAS DE TECIDO POR COSTUREIROS (AS) (PESSOA FÍSICA), MICROEMPREENDEDORES INDIVIDUAIS - MEIS E MICROEMPRESAS · MES DE CONFECÇÃO, COM RESIDÊNCIA OU SEDE NA CIDADE DE IPIRANGA DO PIAUÍ, A SEREM DISTRIBUÍDAS PARA USO PELA POPULAÇÃO EM SITUAÇÃO DE VULNERABILIDADE SOCIAL E ECONÔMICA, PARA FINS DE CONTENÇÃO DO CONTAGIO ATRAVÉS DO COVID -19",8.0
"ABERTURA DE PROCESSO DE CREDENCIAMENTO JUNTO A SECRETARIA MUNICIPAL DE SAÚDE, PARA FINS DE CONCESSÃO DE CONDIÇÃO ESPECIAL DE AQUISIÇÃO, DESTINADO AO CUSTEIO DA PRODUÇÃO DE MÁSCARAS DE TECIDO POR COSTUREIROS (AS) (PESSOA FÍSICA), MICROEMPREENDEDORES INDIVIDUAIS - MEIS E MICROEMPRESAS · MES DE CONFECÇÃO, COM RESIDÊNCIA OU SEDE NA CIDADE DE IPIRANGA DO PIAUÍ, A SEREM DISTRIBUÍDAS PARA USO PELA POPULAÇÃO EM SITUAÇÃO DE VULNERABILIDADE SOCIAL E ECONÔMICA, PARA FINS DE CONTENÇÃO DO CONTAGIO ATRAVÉS DO COVID -19",8.0
"ABERTURA DE PROCESSO DE CREDENCIAMENTO JUNTO A SECRETARIA MUNICIPAL DE SAÚDE, PARA FINS DE CONCESSÃO DE CONDIÇÃO ESPECIAL DE AQUISIÇÃO, DESTINADO AO CUSTEIO DA PRODUÇÃO DE MÁSCARAS DE TECIDO POR COSTUREIROS (AS) (PESSOA FÍSICA), MICROEMPREENDEDORES INDIVIDUAIS - MEIS E MICROEMPRESAS · MES DE CONFECÇÃO, COM RESIDÊNCIA OU SEDE NA CIDADE DE IPIRANGA DO PIAUÍ, A SEREM DISTRIBUÍDAS PARA USO PELA POPULAÇÃO EM SITUAÇÃO DE VULNERABILIDADE SOCIAL E ECONÔMICA, PARA FINS DE CONTENÇÃO DO CONTAGIO ATRAVÉS DO COVID -19",8.0
"ABERTURA DE PROCESSO DE CREDENCIAMENTO JUNTO A SECRETARIA MUNICIPAL DE SAÚDE, PARA FINS DE CONCESSÃO DE CONDIÇÃO ESPECIAL DE AQUISIÇÃO, DESTINADO AO CUSTEIO DA PRODUÇÃO DE MÁSCARAS DE TECIDO POR COSTUREIROS (AS) (PESSOA FÍSICA), MICROEMPREENDEDORES INDIVIDUAIS - MEIS E MICROEMPRESAS · MES DE CONFECÇÃO, COM RESIDÊNCIA OU SEDE NA CIDADE DE IPIRANGA DO PIAUÍ, A SEREM DISTRIBUÍDAS PARA USO PELA POPULAÇÃO EM SITUAÇÃO DE VULNERABILIDADE SOCIAL E ECONÔMICA, PARA FINS DE CONTENÇÃO DO CONTAGIO ATRAVÉS DO COVID -19",8.0
"ABERTURA DE PROCESSO DE CREDENCIAMENTO JUNTO A SECRETARIA MUNICIPAL DE SAÚDE, PARA FINS DE CONCESSÃO DE CONDIÇÃO ESPECIAL DE AQUISIÇÃO, DESTINADO AO CUSTEIO DA PRODUÇÃO DE MÁSCARAS DE TECIDO POR COSTUREIROS (AS) (PESSOA FÍSICA), MICROEMPREENDEDORES INDIVIDUAIS - MEIS E MICROEMPRESAS · MES DE CONFECÇÃO, COM RESIDÊNCIA OU SEDE NA CIDADE DE IPIRANGA DO PIAUÍ, A SEREM DISTRIBUÍDAS PARA USO PELA POPULAÇÃO EM SITUAÇÃO DE VULNERABILIDADE SOCIAL E ECONÔMICA, PARA FINS DE CONTENÇÃO DO CONTAGIO ATRAVÉS DO COVID -19",8.0
"ABERTURA DE PROCESSO DE CREDENCIAMENTO JUNTO A SECRETARIA MUNICIPAL DE SAÚDE, PARA FINS DE CONCESSÃO DE CONDIÇÃO ESPECIAL DE AQUISIÇÃO, DESTINADO AO CUSTEIO DA PRODUÇÃO DE MÁSCARAS DE TECIDO POR COSTUREIROS (AS) (PESSOA FÍSICA), MICROEMPREENDEDORES INDIVIDUAIS - MEIS E MICROEMPRESAS · MES DE CONFECÇÃO, COM RESIDÊNCIA OU SEDE NA CIDADE DE IPIRANGA DO PIAUÍ, A SEREM DISTRIBUÍDAS PARA USO PELA POPULAÇÃO EM SITUAÇÃO DE VULNERABILIDADE SOCIAL E ECONÔMICA, PARA FINS DE CONTENÇÃO DO CONTAGIO ATRAVÉS DO COVID -19",8.0
"ABERTURA DE PROCESSO DE CREDENCIAMENTO JUNTO A SECRETARIA MUNICIPAL DE SAÚDE, PARA FINS DE CONCESSÃO DE CONDIÇÃO ESPECIAL DE AQUISIÇÃO, DESTINADO AO CUSTEIO DA PRODUÇÃO DE MÁSCARAS DE TECIDO POR COSTUREIROS (AS) (PESSOA FÍSICA), MICROEMPREENDEDORES INDIVIDUAIS - MEIS E MICROEMPRESAS · MES DE CONFECÇÃO, COM RESIDÊNCIA OU SEDE NA CIDADE DE IPIRANGA DO PIAUÍ, A SEREM DISTRIBUÍDAS PARA USO PELA POPULAÇÃO EM SITUAÇÃO DE VULNERABILIDADE SOCIAL E ECONÔMICA, PARA FINS DE CONTENÇÃO DO CONTAGIO ATRAVÉS DO COVID -19",8.0
